name,pos_detail,team_full,fa_type,snap_pct,age,prior_apy,prior_gtd,team,pos_group,slug
Xavier Thomas,LB,Texans,RFA,1.3,28.0,1075000.0,0.0,HOU,LB,xavier-thomas
Malachi Corley,WR,Browns,RFA,17.9,25.0,1075000.0,0.0,CLE,WR,malachi-corley
Otis Reese,LB,Patriots,RFA,0.0,29.0,1075000.0,0.0,NE,LB,otis-reese
Jake Bates,K,Lions,RFA,36.4,28.0,1075000.0,0.0,DET,ST,jake-bates
Bryce Oliver,WR,Titans,RFA,2.8,27.0,1075000.0,0.0,TEN,WR,bryce-oliver
Colton Dowell,WR,49ers,RFA,0.0,28.0,1075000.0,0.0,SF,WR,colton-dowell
Josh Butler,CB,Cowboys,RFA,2.3,31.0,1075000.0,0.0,DAL,CB,josh-butler
Brenden Bates,TE,Browns,RFA,12.7,28.0,1075000.0,0.0,CLE,TE,brenden-bates
Natrone Brooks,CB,Falcons,RFA,6.8,28.0,1075000.0,0.0,ATL,CB,natrone-brooks
Bo Richter,EDGE,Vikings,RFA,4.9,27.0,1075000.0,0.0,MIN,EDGE,bo-richter
Mitchell Tinsley,WR,Bengals,RFA,25.9,28.0,1075000.0,0.0,CIN,WR,mitchell-tinsley
Ryan Miller,WR,Giants,RFA,10.8,27.0,1075000.0,0.0,NYG,WR,ryan-miller
Evan Deckers,LS,Buccaneers,RFA,28.2,28.0,1075000.0,0.0,TB,ST,evan-deckers
Xavier Smith,WR,Rams,RFA,20.5,30.0,1075000.0,0.0,LAR,WR,xavier-smith
Jowon Briggs,IDL,Jets,ERFA,52.1,26.0,1075000.0,0.0,NYJ,IDL,jowon-briggs
Demani Richardson,S,Panthers,RFA,2.7,27.0,1075000.0,0.0,CAR,S,demani-richardson
Art Green,CB,Giants,RFA,0.0,27.0,1075000.0,0.0,NYG,CB,art-green
Nikko Remigio,WR,Chiefs,RFA,2.8,28.0,1075000.0,0.0,KC,WR,nikko-remigio
Ben VanSumeren,LB,Bills,UFA,0.0,27.0,1075000.0,0.0,BUF,LB,ben-vansumeren
Kimani Vidal,RB,Chargers,RFA,42.1,26.0,1075000.0,0.0,LAC,RB,kimani-vidal
Jason Brownlee,WR,Chiefs,RFA,2.3,28.0,1075000.0,0.0,KC,WR,jason-brownlee
Jaden Crumedy,IDL,Packers,RFA,4.2,27.0,1075000.0,0.0,GB,IDL,jaden-crumedy
Sala Aumavae-Laulu,LG,Commanders,RFA,0.0,28.0,1075000.0,0.0,WAS,OL,sala-aumavae-laulu
Tre Hawkins,CB,Commanders,RFA,0.0,27.0,1075000.0,0.0,WAS,CB,tre-hawkins
Deuce Vaughn,RB,Broncos,RFA,0.0,26.0,1075000.0,0.0,DEN,RB,deuce-vaughn
Ronnie Bell,WR,Saints,RFA,3.4,27.0,1052500.0,0.0,NO,WR,ronnie-bell
Yasir Abdullah,LB,Jaguars,UFA,0.2,27.0,1051304.0,365216.0,JAX,LB,yasir-abdullah
Jordan Howden,S,Saints,UFA,23.7,27.0,1041682.0,326728.0,NO,S,jordan-howden
Noah Sewell,LB,Bears,UFA,38.1,25.0,1041237.0,324948.0,CHI,LB,noah-sewell
Mike Morris,EDGE,Seahawks,UFA,14.6,26.0,1040519.0,322076.0,SEA,EDGE,mike-morris
Colby Sorsdal,RG,Lions,UFA,0.0,27.0,1040021.0,320084.0,DET,OL,colby-sorsdal
SirVocea Dennis,LB,Buccaneers,UFA,87.2,27.0,1039332.0,317328.0,TB,LB,sirvocea-dennis
Olusegun Oluwatimi,C,Seahawks,UFA,28.9,28.0,1039115.0,316460.0,SEA,OL,olusegun-oluwatimi
Darrell Luter Jr.,CB,49ers,UFA,25.0,27.0,1038378.0,313512.0,SF,CB,darrell-luter-jr
Daniel Scott,S,Colts,UFA,1.1,29.0,1036959.0,307836.0,IND,S,daniel-scott
Antonio Johnson,S,Jaguars,UFA,60.1,26.0,1035458.0,301832.0,JAX,S,antonio-johnson
Will Mallory,TE,Colts,UFA,1.5,28.0,1032648.0,290592.0,IND,TE,will-mallory
Chase Brown,RB,Bengals,UFA,66.4,27.0,1031539.0,286156.0,CIN,RB,chase-brown
Irvin Charles,WR,Jets,UFA,0.0,30.0,1030000.0,0.0,NYJ,WR,irvin-charles
Chance Campbell,LB,Eagles,UFA,0.0,28.0,1030000.0,25000.0,PHI,LB,chance-campbell
Terell Smith,CB,Bears,UFA,0.0,28.0,1028971.0,275884.0,CHI,CB,terell-smith
Davis Allen,TE,Rams,UFA,51.5,26.0,1021245.0,244980.0,LAR,TE,davis-allen
Warren McClendon,LT,Rams,UFA,58.8,26.0,1021245.0,244980.0,LAR,OL,warren-mcclendon
Henry To'oTo'o,LB,Texans,UFA,78.7,26.0,1021245.0,244980.0,HOU,LB,henry-tootoo
Eric Gray,RB,Giants,UFA,0.3,28.0,1021245.0,244980.0,NYG,RB,eric-gray
Payne Durham,TE,Buccaneers,UFA,31.2,27.0,1021245.0,244980.0,TB,TE,payne-durham
Christopher Smith,S,Jets,UFA,0.3,27.0,1021245.0,244980.0,NYJ,S,christopher-smith
Asim Richards,LG,Saints,UFA,32.3,27.0,1021245.0,244980.0,NO,OL,asim-richards
Puka Nacua,WR,Rams,UFA,64.1,26.0,1021245.0,244980.0,LAR,WR,puka-nacua
Owen Pappoe,LB,Cardinals,UFA,8.4,27.0,1021245.0,244980.0,ARI,LB,owen-pappoe
Tyrell Shavers,WR,Bills,ERFA,39.0,28.0,1021000.0,7000.0,BUF,WR,tyrell-shavers
Dylan Cook,LT,Steelers,RFA,28.2,29.0,1017500.0,0.0,PIT,OL,dylan-cook
Demontrey Jacobs,RT,Cardinals,RFA,5.7,29.0,1017500.0,0.0,ARI,OL,demontrey-jacobs
Ali Gaye,EDGE,Texans,RFA,3.5,30.0,1017500.0,0.0,HOU,EDGE,ali-gaye
Kevin Austin Jr.,WR,Saints,RFA,21.5,27.0,1017500.0,0.0,NO,WR,kevin-austin-jr
Audric Estime,RB,Saints,RFA,16.1,24.0,1017500.0,0.0,NO,RB,audric-estime
C.J. Hanson,RG,Chiefs,RFA,0.1,26.0,1017500.0,0.0,KC,OL,cj-hanson
Ryan Rehkow,P,Bengals,RFA,30.3,29.0,1017500.0,0.0,CIN,ST,ryan-rehkow
Ryan Flournoy,WR,Cowboys,RFA,40.4,28.0,1017500.0,0.0,DAL,WR,ryan-flournoy
Maema Njongmeta,LB,Panthers,RFA,0.5,26.0,1017500.0,0.0,CAR,LB,maema-njongmeta
Isaiah Williams,WR,Jets,RFA,31.4,26.0,1017500.0,0.0,NYJ,WR,isaiah-williams
Shemar Bartholomew,CB,Packers,RFA,3.0,27.0,1017500.0,0.0,GB,CB,shemar-bartholomew
Dwight McGlothern,CB,Vikings,RFA,2.9,25.0,1017500.0,0.0,MIN,CB,dwight-mcglothern
Nick Samac,C,Panthers,RFA,0.0,26.0,1017500.0,0.0,CAR,OL,nick-samac
Tyreke Smith,EDGE,Chiefs,RFA,0.0,27.0,1017500.0,0.0,KC,EDGE,tyreke-smith
Charles Woods,CB,Patriots,RFA,11.4,27.0,1017500.0,0.0,NE,CB,charles-woods
Sanoussi Kane,S,Titans,RFA,7.0,26.0,1017500.0,0.0,TEN,S,sanoussi-kane
Chigozie Anusiem,CB,Raiders,RFA,0.0,27.0,1017500.0,0.0,LV,CB,chigozie-anusiem
Karl Brooks,IDL,Packers,UFA,55.2,27.0,1013007.0,212028.0,GB,IDL,karl-brooks
Kei'Trel Clark,CB,Cardinals,UFA,17.5,26.0,1012150.0,208600.0,ARI,CB,keitrel-clark
Josh Hayes,S,Buccaneers,UFA,0.0,28.0,1011094.0,204376.0,TB,S,josh-hayes
J.L. Skinner,S,Broncos,UFA,3.0,26.0,1009056.0,196224.0,DEN,S,jl-skinner
Parker Washington,WR,Jaguars,UFA,58.4,25.0,1008066.0,192264.0,JAX,WR,parker-washington
Kayshon Boutte,WR,Patriots,UFA,55.5,25.0,1006816.0,187264.0,NE,WR,kayshon-boutte
Tanner McKee,QB,Eagles,UFA,8.4,27.0,1006630.0,186520.0,PHI,QB,tanner-mckee
Reddy Steward,CB,Cowboys,ERFA,46.9,26.0,1005000.0,0.0,DAL,CB,reddy-steward
Sincere McCormick,RB,49ers,RFA,0.0,27.0,1005000.0,0.0,SF,RB,sincere-mccormick
Jared Wayne,WR,Texans,RFA,3.0,27.0,1005000.0,0.0,HOU,WR,jared-wayne
Devin Cochran,LT,Lions,RFA,0.0,29.0,1005000.0,0.0,DET,OL,devin-cochran
Winston Reid,LB,Browns,RFA,0.0,28.0,1005000.0,0.0,CLE,LB,winston-reid
Rejzohn Wright,CB,Saints,RFA,0.2,27.0,1005000.0,0.0,NO,CB,rejzohn-wright
Theo Benedet,RT,Bears,ERFA,50.0,26.0,1005000.0,0.0,CHI,OL,theo-benedet
Luke Wypler,RG,Browns,UFA,25.1,26.0,1004993.0,179972.0,CLE,OL,luke-wypler
Trey Palmer,WR,Saints,UFA,0.0,26.0,1004824.0,179296.0,NO,WR,trey-palmer
Bryce Baringer,P,Patriots,UFA,27.1,28.0,1004614.0,178456.0,NE,ST,bryce-baringer
Elijah Higgins,WR,Cardinals,UFA,41.9,27.0,1003970.0,175880.0,ARI,WR,elijah-higgins
Scott Matlock,IDL,Chargers,UFA,1.1,27.0,1003073.0,172292.0,LAC,IDL,scott-matlock
Jarrett Patterson,C,Texans,UFA,28.8,28.0,1002494.0,169976.0,HOU,OL,jarrett-patterson
Xavier Hutchinson,WR,Texans,UFA,57.9,27.0,1000925.0,163700.0,HOU,WR,xavier-hutchinson
Andrei Iosivas,WR,Bengals,UFA,76.6,28.0,999848.0,159392.0,CIN,WR,andrei-iosivas
Dante Stills,IDL,Cardinals,UFA,47.8,28.0,993333.0,133332.0,ARI,IDL,dante-stills
Dee Winters,LB,Cowboys,UFA,91.5,27.0,993333.0,133332.0,DAL,LB,dee-winters
Demario Douglas,WR,Patriots,UFA,26.3,27.0,993333.0,133332.0,NE,WR,demario-douglas
Jaylon Jones,CB,Colts,UFA,17.6,25.0,988370.0,113480.0,IND,CB,jaylon-jones
Ethan Evans,P,Rams,UFA,45.5,26.0,987000.0,108000.0,LAR,ST,ethan-evans
DeMarcco Hellams,S,Falcons,UFA,1.2,27.0,986575.0,106300.0,ATL,S,demarcco-hellams
Andrew Vorhees,LG,Ravens,RFA,95.4,28.0,985528.0,102112.0,BAL,OL,andrew-vorhees
Carrington Valentine,CB,Packers,UFA,69.6,26.0,985165.0,100660.0,GB,CB,carrington-valentine
Kenny McIntosh,RB,Seahawks,UFA,0.0,27.0,982646.0,90852.0,SEA,RB,kenny-mcintosh
Cory Trice,CB,Steelers,UFA,0.0,27.0,981109.0,84436.0,PIT,CB,cory-trice
D.J. Ivey,CB,Bengals,UFA,10.6,27.0,980164.0,80656.0,CIN,CB,dj-ivey
Moro Ojomo,IDL,Eagles,UFA,65.7,26.0,979446.0,77784.0,PHI,IDL,moro-ojomo
Spencer Anderson,RG,Steelers,UFA,37.1,27.0,979446.0,77784.0,PIT,OL,spencer-anderson
Alex Forsyth,C,Broncos,UFA,11.9,28.0,979446.0,77784.0,DEN,OL,alex-forsyth
Desjuan Johnson,IDL,Rams,UFA,9.0,28.0,979446.0,77784.0,LAR,IDL,desjuan-johnson
Josh Wallace,CB,Rams,RFA,24.1,27.0,963333.0,60000.0,LAR,CB,josh-wallace
Dalton Tucker,RG,Colts,RFA,14.1,27.0,956667.0,240000.0,IND,OL,dalton-tucker
Xavier Weaver,WR,Cardinals,RFA,24.0,27.0,953333.0,255000.0,ARI,WR,xavier-weaver
Beau Brade,S,Giants,RFA,0.1,25.0,951667.0,45000.0,NYG,S,beau-brade
Frank Crum,RT,Broncos,RFA,5.7,27.0,951667.0,275000.0,DEN,OL,frank-crum
Braiden McGregor,EDGE,Jets,RFA,23.5,26.0,950000.0,220000.0,NYJ,EDGE,braiden-mcgregor
Storm Duck,CB,Dolphins,RFA,4.1,27.0,950000.0,170000.0,MIA,CB,storm-duck
Tyler Owens,S,Commanders,RFA,5.8,26.0,950000.0,245000.0,WAS,S,tyler-owens
Brevyn Spann-Ford,TE,Cowboys,RFA,25.3,28.0,950000.0,245000.0,DAL,TE,brevyn-spann-ford
British Brooks,RB,Texans,RFA,6.1,28.0,948333.0,240000.0,HOU,RB,british-brooks
Jaylen McCollough,S,Rams,RFA,45.5,27.0,948333.0,15000.0,LAR,S,jaylen-mccollough
Andrew Meyer,C,Dolphins,RFA,5.6,27.0,948333.0,90000.0,MIA,OL,andrew-meyer
Rico Payton,CB,Giants,RFA,3.0,28.0,948333.0,45000.0,NYG,CB,rico-payton
Kameron Johnson,WR,Buccaneers,RFA,9.3,25.0,946667.0,10000.0,TB,WR,kameron-johnson
Colson Yankoff,RB,Commanders,RFA,10.2,27.0,946667.0,50000.0,WAS,RB,colson-yankoff
Mason Tipton,WR,Saints,RFA,26.4,27.0,946667.0,110000.0,NO,WR,mason-tipton
Thomas Harper,CB,Lions,RFA,43.5,27.0,946667.0,30000.0,DET,CB,thomas-harper
Omar Speights,LB,Rams,RFA,60.0,26.0,946333.0,9000.0,LAR,LB,omar-speights
Dell Pettus,S,Patriots,RFA,10.8,26.0,946333.0,9000.0,NE,S,dell-pettus
David Martin-Robinson,TE,Titans,RFA,12.7,28.0,945833.0,17500.0,TEN,TE,david-martin-robinson
Christian Roland-Wallace,CB,Chiefs,RFA,18.3,26.0,945000.0,155000.0,KC,CB,christian-roland-wallace
Joe Andreessen,LB,Bills,RFA,9.8,27.0,944167.0,2500.0,BUF,LB,joe-andreessen
Hogan Hatten,LS,Lions,RFA,31.1,27.0,943667.0,1000.0,DET,ST,hogan-hatten
Jalen Sundell,LT,Seahawks,RFA,68.2,28.0,943333.0,0.0,SEA,OL,jalen-sundell
Cameron Latu,TE,Eagles,RFA,9.8,27.0,922500.0,0.0,PHI,TE,cameron-latu
Austin McNamara,P,Jets,ERFA,36.2,26.0,922500.0,0.0,NYJ,ST,austin-mcnamara
Qadir Ismail,WR,Bears,RFA,0.0,27.0,885000.0,0.0,CHI,WR,qadir-ismail
Calais Campbell,EDGE,Ravens,UFA,45.7,41.0,0.0,0.0,BAL,EDGE,calais-campbell
